,ID,Gender,Has a car,Has a property,Children count,Income,Employment status,Education level,Marital status,Dwelling,Age,Employment length,Has a mobile phone,Has a work phone,Has a phone,Has an email,Job title,Family member count,Account age,status
16025,5046046,F,N,Y,0,139500.0,State servant,Higher education,Married,House / apartment,49.0,23.0,1,0,0,0,Managers,2.0,50.0,1
16026,5046047,F,N,Y,0,139500.0,State servant,Higher education,Married,House / apartment,49.0,23.0,1,0,0,0,Managers,2.0,40.0,1
16027,5046048,F,N,Y,0,139500.0,State servant,Higher education,Married,House / apartment,49.0,23.0,1,0,0,0,Managers,2.0,10.0,0
16028,5046049,F,N,Y,0,139500.0,State servant,Higher education,Married,House / apartment,49.0,23.0,1,0,0,0,Managers,2.0,16.0,0
16029,5046050,F,N,Y,0,139500.0,State servant,Higher education,Married,House / apartment,49.0,23.0,1,0,0,0,Managers,2.0,27.0,0
16030,5046051,F,N,Y,0,139500.0,State servant,Higher education,Married,House / apartment,49.0,23.0,1,0,0,0,Managers,2.0,5.0,0
16035,5046058,F,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,36.0,6.0,1,1,1,0,Managers,2.0,30.0,1
16036,5046059,F,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,36.0,6.0,1,1,1,0,Managers,2.0,35.0,1
16037,5046060,F,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,36.0,6.0,1,1,1,0,Managers,2.0,29.0,0
16038,5046061,F,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,36.0,6.0,1,1,1,0,Managers,2.0,16.0,0
16048,5046070,F,N,Y,0,270000.0,State servant,Higher education,Separated,House / apartment,53.0,4.0,1,0,0,0,Core staff,1.0,16.0,0
16049,5046072,F,N,Y,0,270000.0,State servant,Higher education,Separated,House / apartment,53.0,4.0,1,0,0,0,Core staff,1.0,47.0,1
16050,5046073,F,N,Y,0,270000.0,State servant,Higher education,Separated,House / apartment,53.0,4.0,1,0,0,0,Core staff,1.0,44.0,1
16051,5046075,F,Y,Y,2,112500.0,State servant,Lower secondary,Married,House / apartment,39.0,16.0,1,1,0,0,Medicine staff,4.0,34.0,1
16052,5046077,F,Y,Y,2,112500.0,State servant,Lower secondary,Married,House / apartment,39.0,16.0,1,1,0,0,Medicine staff,4.0,13.0,0
16053,5046079,F,Y,Y,2,112500.0,State servant,Lower secondary,Married,House / apartment,39.0,16.0,1,1,0,0,Medicine staff,4.0,34.0,1
16054,5046080,F,Y,Y,2,112500.0,State servant,Lower secondary,Married,House / apartment,39.0,16.0,1,1,0,0,Medicine staff,4.0,29.0,0
16055,5046081,F,Y,Y,2,112500.0,State servant,Lower secondary,Married,House / apartment,39.0,16.0,1,1,0,0,Medicine staff,4.0,7.0,0
16073,5046098,F,Y,N,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,51.0,3.0,1,0,0,0,Medicine staff,2.0,54.0,1
16074,5046099,F,Y,N,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,51.0,3.0,1,0,0,0,Medicine staff,2.0,53.0,1
16079,5046105,F,N,Y,2,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,37.0,11.0,1,0,0,0,Cleaning staff,4.0,28.0,0
16080,5046106,F,N,Y,2,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,37.0,11.0,1,0,0,0,Cleaning staff,4.0,36.0,1
16081,5046107,F,N,Y,2,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,37.0,11.0,1,0,0,0,Cleaning staff,4.0,1.0,0
16082,5046108,F,N,Y,2,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,37.0,11.0,1,0,0,0,Cleaning staff,4.0,4.0,0
16083,5046109,F,N,Y,2,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,37.0,11.0,1,0,0,0,Cleaning staff,4.0,0.0,0
16084,5046110,M,N,N,0,126000.0,Working,Higher education,Single / not married,House / apartment,35.0,5.0,1,1,1,0,Core staff,1.0,47.0,1
16085,5046111,M,N,N,0,126000.0,Working,Higher education,Single / not married,House / apartment,35.0,5.0,1,1,1,0,Core staff,1.0,45.0,1
16086,5046112,M,N,N,0,126000.0,Working,Higher education,Single / not married,House / apartment,35.0,5.0,1,1,1,0,Core staff,1.0,32.0,1
16087,5046113,M,N,N,0,126000.0,Working,Higher education,Single / not married,House / apartment,35.0,5.0,1,1,1,0,Core staff,1.0,21.0,0
16088,5046114,M,N,N,0,126000.0,Working,Higher education,Single / not married,House / apartment,35.0,5.0,1,1,1,0,Core staff,1.0,9.0,0
16089,5046115,M,N,N,0,126000.0,Working,Higher education,Single / not married,House / apartment,35.0,5.0,1,1,1,0,Core staff,1.0,7.0,0
16090,5046116,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,8.0,1,1,1,0,Managers,2.0,38.0,1
16091,5046117,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,8.0,1,1,1,0,Managers,2.0,31.0,1
16092,5046118,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,8.0,1,1,1,0,Managers,2.0,42.0,1
16093,5046120,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,8.0,1,1,1,0,Managers,2.0,2.0,0
16094,5046122,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,8.0,1,1,1,0,Managers,2.0,56.0,1
16095,5046124,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,8.0,1,1,1,0,Managers,2.0,52.0,1
16096,5046125,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,8.0,1,1,1,0,Managers,2.0,41.0,1
16097,5046126,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,8.0,1,1,1,0,Managers,2.0,38.0,1
16098,5046127,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,8.0,1,1,1,0,Managers,2.0,26.0,0
16099,5046128,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,8.0,1,1,1,0,Managers,2.0,23.0,0
16102,5046130,M,N,Y,1,117000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,42.0,4.0,1,0,0,0,Laborers,3.0,5.0,0
16103,5046131,M,N,Y,1,117000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,42.0,4.0,1,0,0,0,Laborers,3.0,2.0,0
16104,5046132,M,N,Y,1,117000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,42.0,4.0,1,0,0,0,Laborers,3.0,13.0,0
16105,5046133,M,N,Y,1,117000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,42.0,4.0,1,0,0,0,Laborers,3.0,4.0,0
16107,5046135,M,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Separated,Rented apartment,49.0,12.0,1,0,0,0,Drivers,1.0,59.0,1
16108,5046137,M,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Separated,Rented apartment,49.0,12.0,1,0,0,0,Drivers,1.0,59.0,1
16109,5046138,M,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Separated,Rented apartment,49.0,12.0,1,0,0,0,Drivers,1.0,0.0,0
16111,5046140,F,N,Y,0,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,44.0,3.0,1,0,1,0,Sales staff,2.0,42.0,1
16112,5046141,F,N,Y,0,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,44.0,3.0,1,0,1,0,Sales staff,2.0,42.0,1
16113,5046142,M,Y,N,0,180000.0,Working,Higher education,Married,With parents,30.0,6.0,1,0,0,0,Drivers,2.0,11.0,0
16114,5046143,M,Y,N,0,180000.0,Working,Higher education,Married,With parents,30.0,6.0,1,0,0,0,Drivers,2.0,35.0,1
16115,5046144,M,Y,N,0,180000.0,Working,Higher education,Married,With parents,30.0,6.0,1,0,0,0,Drivers,2.0,43.0,1
16116,5046145,M,Y,N,0,180000.0,Working,Higher education,Married,With parents,30.0,6.0,1,0,0,0,Drivers,2.0,14.0,0
16117,5046147,M,Y,N,0,180000.0,Working,Higher education,Married,With parents,30.0,6.0,1,0,0,0,Drivers,2.0,35.0,1
16118,5046148,F,Y,Y,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,53.0,7.0,1,1,1,0,Core staff,2.0,37.0,1
16119,5046150,F,Y,Y,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,53.0,7.0,1,1,1,0,Core staff,2.0,17.0,0
16120,5046151,F,Y,Y,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,53.0,7.0,1,1,1,0,Core staff,2.0,50.0,1
16121,5046152,F,Y,Y,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,53.0,7.0,1,1,1,0,Core staff,2.0,14.0,0
16122,5046153,F,Y,Y,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,53.0,7.0,1,1,1,0,Core staff,2.0,54.0,1
16123,5046155,F,Y,Y,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,53.0,7.0,1,1,1,0,Core staff,2.0,17.0,0
16132,5046165,M,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,40.0,7.0,1,0,0,0,Laborers,2.0,59.0,1
16134,5046169,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,55.0,5.0,1,1,1,0,Security staff,2.0,23.0,0
16135,5046170,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,55.0,0.0,1,0,0,0,High skill tech staff,1.0,14.0,0
16136,5046171,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,55.0,0.0,1,0,0,0,High skill tech staff,1.0,20.0,0
16137,5046172,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,55.0,0.0,1,0,0,0,High skill tech staff,1.0,29.0,0
16140,5046177,F,N,N,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,31.0,8.0,1,0,0,0,Laborers,3.0,6.0,0
16141,5046178,F,N,N,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,31.0,8.0,1,0,0,0,Laborers,3.0,43.0,1
16142,5046179,F,N,N,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,31.0,8.0,1,0,0,0,Laborers,3.0,43.0,1
16143,5046180,F,N,N,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,31.0,8.0,1,0,0,0,Laborers,3.0,29.0,0
16144,5046181,F,N,N,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,31.0,8.0,1,0,0,0,Laborers,3.0,32.0,1
16146,5046183,F,N,Y,2,115200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.0,2.0,1,0,0,0,Laborers,4.0,21.0,0
16147,5046184,F,N,Y,2,115200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.0,2.0,1,0,0,0,Laborers,4.0,17.0,0
16153,5046190,M,Y,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,47.0,2.0,1,1,0,0,Managers,4.0,41.0,1
16154,5046191,M,Y,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,47.0,2.0,1,1,0,0,Managers,4.0,16.0,0
16155,5046192,M,Y,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,47.0,2.0,1,1,0,0,Managers,4.0,36.0,1
16158,5046208,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,33.0,7.0,1,0,0,0,Security staff,3.0,12.0,0
16175,5046232,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,29.0,8.0,1,1,1,1,Drivers,1.0,26.0,0
16176,5046233,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,29.0,8.0,1,1,1,1,Drivers,1.0,21.0,0
16177,5046234,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,29.0,8.0,1,1,1,1,Drivers,1.0,42.0,1
16178,5046235,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,29.0,8.0,1,1,1,1,Drivers,1.0,13.0,0
16179,5046236,F,N,Y,1,180000.0,Working,Higher education,Married,House / apartment,53.0,9.0,1,0,0,0,Managers,3.0,49.0,1
16180,5046237,F,N,Y,1,180000.0,Working,Higher education,Married,House / apartment,53.0,9.0,1,0,0,0,Managers,3.0,58.0,1
16184,5046241,M,Y,N,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,36.0,3.0,1,0,0,0,Laborers,4.0,55.0,1
16185,5046242,M,Y,N,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,36.0,3.0,1,0,0,0,Laborers,4.0,8.0,0
16186,5046243,M,Y,N,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,36.0,3.0,1,0,0,0,Laborers,4.0,4.0,0
16187,5046244,M,Y,N,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,36.0,3.0,1,0,0,0,Laborers,4.0,7.0,0
16208,5046268,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,29.0,3.0,1,0,0,0,Private service staff,2.0,4.0,0
16209,5046269,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,29.0,3.0,1,0,0,0,Private service staff,2.0,4.0,0
16210,5046270,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,29.0,3.0,1,0,0,0,Private service staff,2.0,5.0,0
16211,5046271,F,Y,Y,1,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,29.0,3.0,1,0,0,0,Private service staff,2.0,3.0,0
16212,5046273,M,Y,Y,1,58500.0,Working,Secondary / secondary special,Married,House / apartment,38.0,8.0,1,1,1,0,Drivers,3.0,24.0,0
16213,5046276,F,N,N,1,99000.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,44.0,9.0,1,0,1,0,Accountants,3.0,53.0,1
16214,5046277,F,N,N,1,99000.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,44.0,9.0,1,0,1,0,Accountants,3.0,51.0,1
16215,5046278,F,N,N,1,99000.0,Working,Secondary / secondary special,Civil marriage,Municipal apartment,44.0,9.0,1,0,1,0,Accountants,3.0,53.0,1
16216,5046281,F,Y,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,31.0,5.0,1,0,0,0,Sales staff,2.0,54.0,1
16226,5046296,F,Y,Y,1,72000.0,Working,Secondary / secondary special,Married,House / apartment,47.0,3.0,1,0,0,0,Sales staff,3.0,44.0,1
16227,5046297,F,Y,Y,1,72000.0,Working,Secondary / secondary special,Married,House / apartment,47.0,3.0,1,0,0,0,Sales staff,3.0,24.0,0
16228,5046298,F,Y,Y,1,72000.0,Working,Secondary / secondary special,Married,House / apartment,47.0,3.0,1,0,0,0,Sales staff,3.0,11.0,0
16229,5046299,F,Y,Y,1,72000.0,Working,Secondary / secondary special,Married,House / apartment,47.0,3.0,1,0,0,0,Sales staff,3.0,3.0,0
16239,5046308,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,29.0,3.0,1,1,1,1,Sales staff,2.0,36.0,1
16241,5046310,M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,32.0,3.0,1,0,1,0,Managers,1.0,4.0,0
16242,5046311,M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,32.0,3.0,1,0,1,0,Managers,1.0,15.0,0
16243,5046313,M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,59.0,4.0,1,0,1,0,Managers,2.0,48.0,1
16244,5046314,M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,59.0,4.0,1,0,1,0,Managers,2.0,39.0,1
16245,5046315,M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,59.0,4.0,1,0,1,0,Managers,2.0,11.0,0
16246,5046316,M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,59.0,4.0,1,0,1,0,Managers,2.0,11.0,0
16250,5046323,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.0,6.0,1,0,1,0,Low-skill Laborers,3.0,39.0,1
16251,5046325,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.0,6.0,1,0,1,0,Low-skill Laborers,3.0,39.0,1
16252,5046326,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.0,6.0,1,0,1,0,Low-skill Laborers,3.0,4.0,0
16253,5046327,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.0,6.0,1,0,1,0,Low-skill Laborers,3.0,21.0,0
16260,5046333,F,Y,Y,1,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.0,7.0,1,0,0,0,Laborers,3.0,23.0,0
16264,5046336,F,N,N,1,85500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.0,2.0,1,1,0,0,Accountants,3.0,20.0,0
16265,5046337,F,N,N,1,85500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,28.0,2.0,1,1,0,0,Accountants,3.0,20.0,0
16272,5046349,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,7.0,1,0,0,0,Security staff,2.0,11.0,0
16273,5046350,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,7.0,1,0,0,0,Security staff,2.0,22.0,0
16274,5046351,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,7.0,1,0,0,0,Security staff,2.0,22.0,0
16275,5046352,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,7.0,1,0,0,0,Security staff,2.0,29.0,0
16276,5046353,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,7.0,1,0,0,0,Security staff,2.0,46.0,1
16277,5046356,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,7.0,1,0,0,0,Security staff,2.0,46.0,1
16278,5046358,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,7.0,1,0,0,0,Security staff,2.0,15.0,0
16279,5046359,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,7.0,1,0,0,0,Security staff,2.0,15.0,0
16280,5046360,F,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,With parents,39.0,0.0,1,1,1,0,Sales staff,2.0,54.0,1
16281,5046361,F,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,With parents,39.0,0.0,1,1,1,0,Sales staff,2.0,36.0,1
16282,5046362,F,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,With parents,39.0,0.0,1,1,1,0,Sales staff,2.0,43.0,1
16284,5046364,F,N,N,0,139500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.0,3.0,1,0,0,0,Sales staff,2.0,36.0,1
16291,5046369,F,N,Y,0,120150.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,61.0,3.0,1,0,0,0,Security staff,1.0,42.0,1
16292,5046370,F,N,Y,0,120150.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,61.0,3.0,1,0,0,0,Security staff,1.0,31.0,1
16293,5046371,F,N,Y,0,120150.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,61.0,3.0,1,0,0,0,Security staff,1.0,30.0,1
16294,5046372,F,N,Y,0,120150.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,61.0,3.0,1,0,0,0,Security staff,1.0,23.0,0
16295,5046373,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,54.0,5.0,1,0,0,0,Laborers,2.0,18.0,0
16296,5046374,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,54.0,5.0,1,0,0,0,Laborers,2.0,48.0,1
16297,5046376,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,54.0,5.0,1,0,0,0,Laborers,2.0,48.0,1
16298,5046377,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,54.0,5.0,1,0,0,0,Laborers,2.0,1.0,0
16299,5046378,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,54.0,5.0,1,0,0,0,Laborers,2.0,9.0,0
16300,5046379,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,54.0,5.0,1,0,0,0,Laborers,2.0,43.0,1
16301,5046380,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,54.0,5.0,1,0,0,0,Laborers,2.0,26.0,0
16302,5046381,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,54.0,5.0,1,0,0,0,Laborers,2.0,11.0,0
16303,5046382,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,54.0,5.0,1,0,0,0,Laborers,2.0,6.0,0
16304,5046383,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,54.0,5.0,1,0,0,0,Laborers,2.0,0.0,0
16328,5046406,M,Y,Y,0,382500.0,Working,Secondary / secondary special,Married,House / apartment,60.0,4.0,1,0,0,0,Security staff,2.0,20.0,0
